Repo, Notebook, Message
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"Revert ""Revert ""调整注释的位置""""

This reverts commit 37e2bd155072a0bf2fb444199698b65ee6afce55."
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"删除“很”

多余"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"Revert ""调整注释的位置""

This reverts commit ffc23d4a2935df70e3bf2878b4eeeb6991c53f62."
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"Revert ""删除“很”""

This reverts commit 864407054b897a9501ed14fac069a4e117fbf24c."
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"删除“很”

多余"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"调整注释的位置

被放错行了……"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"能应该 -> 应该能

语序问题"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"补齐程序运行结果

添加3行"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,Better expression.
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"Remove redundant word.

delete redundant word ""去“。"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"Fix word spelling error

称为 -> 成为
通过前面加上两个下划线的方式，将其变成一个私有变量；成为 可能更合适，通过一种方式变成一个什么什么的。"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,"fix typo, Objedct -> Object"
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,remove space char between Chinese Characters.
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,fix line number
selfteaching/the-craft-of-selfteaching,Part.3.B.2.classes-2.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"Update Part.3.B.3.decorator-iterator-generator.ipynb

装饰带有参数函数 --> 装饰带有参数的函数"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,Update Part.3.B.3.decorator-iterator-generator.ipynb
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,3空格缩进 → 4空格缩进
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"3 ""sep="" to ""end=""

修改3处 ""sep=""为 ""end=""： ""sep=""在此3处对输出无影响。"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,update markdown emphasis mark from _xxx_ to *xxx*
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb, 'Jack' → name = 'Jack'
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"补充 next() 说明文字

消除歧义"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"还有一个迭代器替换……

迭代器才能用 next()"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"可迭代对象 -> 迭代器

原文存在概念错误。
可迭代对象是 Iterable ，可以直接作用于 for 循环的对象；
迭代器是 Iterator ，可以被 next() 函数调用并不断返回下一个值的对象；
iter() 是把 str、list、dict 等 Iterable 变成 Iterator。"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"修正缩进

缩进4位"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"删除空的程序cell

多余"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"删除""，""

多余的标点"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,Fix full-width symbol
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,1059行 调用任意关键字参数时应该使用**
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,Fix typo error.
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,"Fix word using error

迭代器 -> 生成器
根据上下文理解，应该是生成器用yield，因为我看上面的迭代器还用了return。
顺带说，下一段，说生成器被next（）调用，什么什么的，确实有点让人费解。"
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,Changed 等价与 to 等价于
selfteaching/the-craft-of-selfteaching,Part.3.B.3.decorator-iterator-generator.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Update Part.3.B.4.regex.ipynb

统一`[ ]`称呼。中括号 --> 方括号"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,\f 是分页符
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,Correct parenthesis position error
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,关于 3.B.4.regex 的建议（基于 Commits at 3003938） #624
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,关于 3.B.4.regex 的建议（基于 Commits at 3003938） #624
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,Update Part.3.B.4.regex.ipynb
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Update Part.3.B.4.regex.ipynb

”的“字重复"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,update markdown emphasis mark from _xxx_ to *xxx*
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"添加 ""import re""

否则运行报错"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"修正表格中缺失的括号

2个"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Update Part.3.B.4.regex.ipynb

Windows(?=95|98|NT|2000) -> Windows(?!95|98|NT|2000)"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,将多出来的一个括号删除
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,Fix lower case error.
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Fix spelling error

于->与"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Fix word spelling error

Replece -> Replace"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,add space before and after English words between Chinese characters.
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Merge pull request #258 from HarryYC/3.B.4-better-example

Better example in Part.3.B.4.regex.ipynb"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"Merge pull request #264 from HarryYC/3.B.4-add-example

Add example in Part.3.B.4.regex.ipynb"
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,add example
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,better word
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,remove space char between Chinese Characters.
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,close two unclosed <a> tag in footnotes
selfteaching/the-craft-of-selfteaching,Part.3.B.4.regex.ipynb,"about ""bug"" in print() doc; two occurrences of orphan </a>"
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,"单引号 -> 引号

如题"
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,"双 -> 单

' ' 单引号"
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,update markdown emphasis mark from _xxx_ to *xxx*
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,Change <set-items> to <set-item>
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,仅仅是为了让读者“入门”。--> 如果仅仅是为了让读者“入门”的话。编程入门书籍
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,fix: * and +
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,fix: * and +
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,Fix: word spelling error
selfteaching/the-craft-of-selfteaching,Part.3.B.5.bnf-ebnf-pebnf.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,Part.3.C.的2个小点
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"“从写函数”  -> 从 “写函数” 

我们的做法也是从 “写函数” 开始……因为从 “小而完整” 的东西开始做（任何事）非常重要。"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,fix link
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,fix link
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"调整语序

将“李笑来的打字速度”改为“李笑来打字的速度”，以对应前文“李笑来写书的速度”。"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,fix: fix some typos
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"minor typo

不得不痛下决心去接收->
不得不痛下决心去接受"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Merge pull request #189 from ljqbpm/from-ljqbpm

Part.3.C的一处表达修改"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Merge pull request #190 from ljqbpm/from-Ljqbpm

Part.3.C的一处标点修改"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Merge pull request #192 from ljqbpm/from-lJqbpm

Part.3.C的一处表达修改"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Part.3.C的一处表达修改

分清的方法？->
分清概念的方法是什么？"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Part.3.C的一处表达修改

分清的方法？->
分清概念的方法是什么？"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Part.3.C的一处表达修改

我到底差哪儿了->
我到底差在哪儿了"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Part.3.C的一处标点修改

从“简单的函数开始”->
从“简单的函数”开始"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Part.3.C的一处表达修改

因为它其中涉及的概念 ->
因为其中涉及的概念"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"Merge pull request #183 from ljqbpm/from-lJqbpm

minor typo"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"修改Part.3.C的一处表达

而每个语言实现分支循环语句句法多少有点差异 ->
而每个语言实现分支循环语句的语法多少有点差异"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,"minor typo

你就会“发现”拿东西其实也没多难 ->
你就会“发现”那东西其实也没多难"
selfteaching/the-craft-of-selfteaching,Part.3.C.breaking-good-and-bad.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,"3 places modified for file name change ""Q.good-communiation"" typo"
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,Update Part.3.D.indispensable-illusion.ipynb
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,"add ""encoding='UTF-8'"" on line 297

add ""encoding='UTF-8'"" on line 297
---------------------------------------------------------------------------
UnicodeDecodeError                        Traceback (most recent call last)
<ipython-input-21-7a1b58a9bc74> in <module>
      7     if '.ipynb' in f:
      8         with open(f, 'r') as file:
----> 9             str = file.read()
     10             pttn = r'markdown'
     11             r = re.findall(pttn, str)

UnicodeDecodeError: 'gbk' codec can't decode byte 0xaa in position 123: illegal multibyte sequence"
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,"其后 -> 其实

按表达意思揣度"
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,"Update Part.3.D.indispensable-illusion.ipynb

你根本没办法直到你不懂正则表达式这个事实让你 “未得到” 什么（不是 “失去”，因为你不曾拥有）。
=>
你根本没办法知道你不懂正则表达式这个事实让你 “未得到” 什么（不是 “失去”，因为你不曾拥有）。"
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,Fix punctuation error.
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,fix link
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,fix typo
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,add link to time-as-a-friend
selfteaching/the-craft-of-selfteaching,Part.3.D.indispensable-illusion.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,+“是”
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,&sdot; -> &#12539; Katakana Middle Dot
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,"Fix word spelling error

那一章 -> 每一章
用那一章感觉指代不明确；我相信每一章老师都进行反复修改和重构，老师辛苦了"
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,add space before and after English words between Chinese characters.
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,修复Part.3.A和Part.3.E的两处错别字
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,"Part.3.E的一处表达修改

学习得更全面，练习得更全面，使用得最全面->
学习得更全面，练习得更全面，使用得更全面"
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,"更好的表达

书是最低成本的东西 ->
书是成本最低的东西"
selfteaching/the-craft-of-selfteaching,Part.3.E.to-be-thorough.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,create(something) -> create()
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,"update 以用带练 to 以用代练

可能错别字修正"
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,fix PEP8 naming
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,typo
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,"Fix spelling error

影相 -> 影像  
在线新华字典能查到影像 ，查不到影相；附链接
http://xh.5156edu.com/html5/41034.html"
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,fix S.O.L.I.D link format
selfteaching/the-craft-of-selfteaching,Part.3.F.social-selfteaching.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,Fix typo error.
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,smart-questions url
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,"update links for everyone-can-use-english, and ji"
selfteaching/the-craft-of-selfteaching,Part.3.G.the-golden-age-and-google.ipynb,first commit
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,"早些年我，……  -> 早些年，我……

如题"
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,"Update Part.3.H.prevent-focus-drifting.ipynb

修改错别字"
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,"Merge pull request #90 from github-proxy/from-your.fan

修改1个错别字"
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,"修改1个错别字

原文本写到“虽然我是因为改用了 Mac OS，所以不管杀毒软件”，可将“不管”改为“不装”。"
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,add link to time-as-a-friend
selfteaching/the-craft-of-selfteaching,Part.3.H.prevent-focus-drifting.ipynb,first commit
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,"删除“当”

“一旦”已经包含了“当”的意思"
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,"搜索 -> 收缩

收缩，与“扩张”对应"
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,"Fix word spelling error

MoSCow -> MoSCoW"
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,add space before and after English words between Chinese characters.
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,some minors
selfteaching/the-craft-of-selfteaching,R.finale.ipynb,first commit
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,"Update S.whats-next

“只做” 改为 “制作”"
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,S.whats-next.ipynb,first commit
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,add space before and after English words between Chinese characters.
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,Update T-appendix.editor.vscode.ipynb
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,"Windows系统不需要执行该命令

""使用快捷键 `⇧⌘p` 呼出 Command Palette，在其中输入 `shell command`，而后选中 `Install 'code' command in PATH`。此后，就可以在 Terminal 命令行中使用 `code` 命令了。\n""
->
""使用快捷键 `⇧⌘p` 呼出 Command Palette，在其中输入 `shell command`，而后选中 `Install 'code' command in PATH`。此后，就可以在 Terminal 命令行中使用 `code` 命令了。(Windows系统安装VS Code时会自动配置好，并不需要此步骤)\n"""
selfteaching/the-craft-of-selfteaching,T-appendix.editor.vscode.ipynb,first commit
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,add space before and after unicode quotes
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,"修改-->删除

修改与编辑同义，故修改为删除"
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,"Merge pull request #234 from neo0007/by-neo0007.1st

 Fix T-appendix.git-introduction.ipynb misspelling"
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb," Fix T-appendix.git-introduction.ipynb misspelling

Correct spelling errors：
Page：T-appendix.git-introduction.ipynb
Row 123:  `workding directory` -->  `working directory`"
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,将创造者改为修改者
selfteaching/the-craft-of-selfteaching,T-appendix.git-introduction.ipynb,first commit
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,Update T-appendix.jupyter-installation-and-setup.ipynb #741
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,"remove ?raw=true from *.ipynb, and fix ""From wpeiran #623"""
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,add ?raw=true to all image refs.
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,linted. code in .ipynb files re-run.
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,修正快捷键说明
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,将安装文件设置为可执行
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,“事儿” -> “事”
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,add space char before and after `
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,“但，”、“又，” 改为“但”、“又”
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,"Update T-appendix.jupyter-installation-and-setup.ipynb

   安装完毕之后，可以看看各个你将要用到的可执行命令都在什么地方，用 `which` 命令   后面加上（windows下用`where`命令）"
selfteaching/the-craft-of-selfteaching,T-appendix.jupyter-installation-and-setup.ipynb,"Update T-appendix.jupyter-installation-and-setup.ipynb

""看看各个你将要用到的可执行命令都在什么地方，用 `which` 命令""，后面加上""（windows下用'where'命令）"""
